ticker,name,premium_code,free_code
NHI,National Health Investors,EOD/NHI,GOOG/NYSE_NHI
NOV,National Oilwell Varco,EOD/NOV,GOOG/NYSE_NOV
NPK,National Presto Industries,EOD/NPK,GOOG/NYSE_NPK
NNN,National Retail Properties,EOD/NNN,GOOG/NYSE_NNN
NNN_D,National Retail Properties,,GOOG/NYSE_NNN_D
NNN_E,National Retail Properties,,
SID,National Steel Company,EOD/SID,GOOG/NYSE_SID
NSA,National Storage Affiliates Trust,EOD/NSA,
NSM,Nationstar Mortgage Holdings Inc.,EOD/NSM,GOOG/NYSE_NSM
NW_C,Natl Westminster Pfd,,GOOG/NYSE_NW_C
NGS,Natural Gas Services Group,EOD/NGS,GOOG/NYSE_NGS
NGVC,Natural Grocers by Vitamin Cottage,EOD/NGVC,GOOG/NYSE_NGVC
NRP,Natural Resource Partners LP,EOD/NRP,GOOG/NYSE_NRP
NTZ,Natuzzi,EOD/NTZ,GOOG/NYSE_NTZ
NLS,Nautilus Group,EOD/NLS,GOOG/NYSE_NLS
NCI,Navigant Consulting,EOD/NCI,GOOG/NYSE_NCI
NVGS,Navigator Holdings Ltd.,EOD/NVGS,
NNA,Navios Maritime Acquisition Corporation,EOD/NNA,GOOG/NYSE_NNA
NM,Navios Maritime Holdings Inc.,EOD/NM,GOOG/NYSE_NM
NM_G,Navios Maritime Holdings Inc.,,
NM_H,Navios Maritime Holdings Inc.,,
NAP,Navios Maritime Midstream Partners LP,EOD/NAP,
NMM,Navios Maritime Partners LP,EOD/NMM,GOOG/NYSE_NMM
NAV,Navistar International Corporation,EOD/NAV,GOOG/NYSE_NAV
NAV_D,Navistar International Corporation,,GOOG/NYSE_NAV_D
NCS,NCI Building Systems,EOD/NCS,GOOG/NYSE_NCS
NCR,NCR Corporation,EOD/NCR,GOOG/NYSE_NCR
NP,Neenah Paper,EOD/NP,GOOG/NYSE_NP
NEFF,Neff Corporation,EOD/NEFF,
NNI,Nelnet,EOD/NNI,GOOG/NYSE_NNI
NPTN,NeoPhotonics Corporation,EOD/NPTN,GOOG/NYSE_NPTN
N,Netsuite Inc,EOD/N,GOOG/NYSE_N
NSR,Neustar,EOD/NSR,GOOG/NYSE_NSR
NVRO,Nevro Corp.,EOD/NVRO,
HYB,New America High Income Fund,EOD/HYB,GOOG/NYSE_HYB
GF,New Germany Fund,EOD/GF,GOOG/NYSE_GF
NWHM,New Home Company Inc. (The),EOD/NWHM,
IRL,New Ireland Fund,EOD/IRL,GOOG/NYSE_IRL
NEWM,New Media Investment Group Inc.,EOD/NEWM,
NMFC,New Mountain Finance Corporation,EOD/NMFC,GOOG/NYSE_NMFC
EDU,New Oriental Education & Technology Group,EOD/EDU,GOOG/NYSE_EDU
NEWR,New Relic,EOD/NEWR,
NRZ,New Residential Investment Corp.,EOD/NRZ,
SNR,New Senior Investment Group Inc.,EOD/SNR,
NSLP_A,New Source Energy Partners L.P.,,
NWY,New York & Company,EOD/NWY,GOOG/NYSE_NWY
NYCB,New York Community Bancorp,EOD/NYCB,GOOG/NYSE_NYCB
NYCB_U,New York Community Bancorp,,
NYRT,New York REIT,EOD/NYRT,
NYT,New York Times Company (The),EOD/NYT,GOOG/NYSE_NYT
NCT,Newcastle Investment Corporation,EOD/NCT,GOOG/NYSE_NCT
NCT_B,Newcastle Investment Corporation,,GOOG/NYSE_NCT_B
NCT_C,Newcastle Investment Corporation,,GOOG/NYSE_NCT_C
NCT_D,Newcastle Investment Corporation,,GOOG/NYSE_NCT_D
NWL,Newell Rubbermaid Inc.,EOD/NWL,GOOG/NYSE_NWL
NFX,Newfield Exploration Company,EOD/NFX,GOOG/NYSE_NFX
NJR,NewJersey Resources Corporation,EOD/NJR,GOOG/NYSE_NJR
NEU,NewMarket Corporation,EOD/NEU,GOOG/NYSE_NEU
NEM,Newmont Mining Corporation,EOD/NEM,GOOG/NYSE_NEM
NR,Newpark Resources,EOD/NR,GOOG/NYSE_NR
NHF,NexPoint Credit Stategies Fund,EOD/NHF,GOOG/NYSE_NHF
NXRT,NexPoint Residential Trust,EOD/NXRT,
NEP,NextEra Energy Partners,EOD/NEP,
NEE,NextEra Energy,EOD/NEE,GOOG/NYSE_NEE
NEE_C,NextEra Energy,,GOOG/NYSE_NEE_C
NEE_G,NextEra Energy,,
NEE_H,NextEra Energy,,
NEE_I,NextEra Energy,,
NEE_J,NextEra Energy,,
NEE_P,NextEra Energy,,
NEE_Q,NextEra Energy,,
NGL,NGL ENERGY PARTNERS LP,EOD/NGL,GOOG/NYSE_NGL
NMK_B,Niagara Mohawk Holdings,,GOOG/NYSE_NMK_B
NMK_C,Niagara Mohawk Holdings,,GOOG/NYSE_NMK_C
NJ,Nidec Corporation (Nihon Densan Kabushiki Kaisha),EOD/NJ,GOOG/NYSE_NJ
NLSN,Nielsen N.V.,EOD/NLSN,GOOG/NYSE_NLSN
NKE,Nike,EOD/NKE,GOOG/NYSE_NKE
NMBL,Nimble Storage,EOD/NMBL,
NTT,Nippon Telegraph and Telephone Corporation,EOD/NTT,GOOG/NYSE_NTT
NKA,Niska Gas Storage Partners LLC,EOD/NKA,GOOG/NYSE_NKA
NI,NiSource,EOD/NI,GOOG/NYSE_NI
NL,NL Industries,EOD/NL,GOOG/NYSE_NL
NOAH,Noah Holdings Ltd.,EOD/NOAH,GOOG/NYSE_NOAH
NE,Noble Corporation,EOD/NE,GOOG/NYSE_NE
NBL,Noble Energy Inc.,EOD/NBL,GOOG/NYSE_NBL
NOK,Nokia Corporation,EOD/NOK,GOOG/NYSE_NOK
NMR,Nomura Holdings Inc ADR,EOD/NMR,GOOG/NYSE_NMR
NOR,Noranda Aluminum Holding Corporation,EOD/NOR,GOOG/NYSE_NOR
NORD,Nord Anglia Education,EOD/NORD,
NAO,Nordic American Offshore Ltd,EOD/NAO,
NAT,Nordic American Tankers Limited,EOD/NAT,GOOG/NYSE_NAT
JWN,Nordstrom,EOD/JWN,GOOG/NYSE_JWN
NSC,Norfolk Souther Corporation,EOD/NSC,GOOG/NYSE_NSC
NTL,Nortel Inversora SA,EOD/NTL,GOOG/NYSE_NTL
NOA,North American Energy Partners,EOD/NOA,GOOG/NYSE_NOA
NADL,North Atlantic Drilling Ltd.,EOD/NADL,
NRT,North European Oil Royality Trust,EOD/NRT,GOOG/NYSE_NRT
NTI,Northern Tier Energy LP,EOD/NTI,GOOG/NYSE_NTI
NOC,Northrop Grumman Corporation,EOD/NOC,GOOG/NYSE_NOC
NSAM,NorthStar Asset Management Group,EOD/NSAM,
NRE,NorthStar Realty Europe Corp.,EOD/NRE,
NRF,Northstar Realty Finance Corp.,EOD/NRF,GOOG/NYSE_NRF
NRF_A,Northstar Realty Finance Corp.,,GOOG/NYSE_NRF_A
NRF_B,Northstar Realty Finance Corp.,,GOOG/NYSE_NRF_B
NRF_C,Northstar Realty Finance Corp.,,GOOG/NYSE_NRF_C
NRF_D,Northstar Realty Finance Corp.,,
NRF_E,Northstar Realty Finance Corp.,,
NWN,Northwest Natural Gas Company,EOD/NWN,GOOG/NYSE_NWN
NWE,NorthWestern Corporation,EOD/NWE,GOOG/NYSE_NWE
NVS,Novartis AG,EOD/NVS,GOOG/NYSE_NVS
NVO,Novo Nordisk A/S,EOD/NVO,GOOG/NYSE_NVO
DNOW,NOW Inc.,EOD/DNOW,
NQ,NQ Mobile Inc.,EOD/NQ,GOOG/NYSE_NQ
NRG,NRG Energy,EOD/NRG,GOOG/NYSE_NRG
NYLD,NRG Yield,EOD/NYLD,GOOG/NYSE_NYLD
NYLD_A,NRG Yield,EOD/NYLD_A,
DCM,NTT DOCOMO,EOD/DCM,GOOG/NYSE_DCM
NUS,Nu Skin Enterprises,EOD/NUS,GOOG/NYSE_NUS
NUE,Nucor Corporation,EOD/NUE,GOOG/NYSE_NUE
NS,Nustar Energy L.P.,EOD/NS,GOOG/NYSE_NS
NSH,Nustar GP Holdings,EOD/NSH,GOOG/NYSE_NSH
NSS,NuStar Logistics,EOD/NSS,
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,EOD/JMLP,
NEA,Nuveen AMT-Free Municipal Income Fund,EOD/NEA,
NUV,Nuveen AMT-Free Municipal Value Fund,EOD/NUV,GOOG/NYSE_NUV
NUW,Nuveen AMT-Free Municipal Value Fund,EOD/NUW,GOOG/NYSE_NUW
NAZ,Nuveen Arizona Premium Income Municipal Fund,EOD/NAZ,GOOG/NYSE_NAZ
NBB,Nuveen Build America Bond Fund,EOD/NBB,GOOG/NYSE_NBB
NBD,Nuveen Build America Bond Opportunity Fund,EOD/NBD,GOOG/NYSE_NBD
NKX,Nuveen California AMT-Free Municipal Income Fund,EOD/NKX,
NAC,Nuveen California Dividend Advantage Municipal Fund,EOD/NAC,GOOG/NYSE_NAC
NCA,Nuveen California Municipal Value Fund,EOD/NCA,GOOG/NYSE_NCA
NTC,Nuveen Connecticut Premium Income Municipal Fund,EOD/NTC,GOOG/NYSE_NTC
JCE,Nuveen Core Equity Alpha Fund,EOD/JCE,GOOG/NYSE_JCE
JQC,Nuveen Credit Strategies Income Fund,EOD/JQC,GOOG/NYSE_JQC
JDD,Nuveen Diversified Dividend and Income Fund,EOD/JDD,GOOG/NYSE_JDD
NAD,Nuveen Dividend Advantage Municipal Fund,EOD/NAD,GOOG/NYSE_NAD
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,EOD/DIAX,
JMF,Nuveen Energy MLP Total Return Fund,EOD/JMF,GOOG/NYSE_JMF
NEV,Nuveen Enhanced Municipal Value Fund,EOD/NEV,GOOG/NYSE_NEV
JPW,Nuveen Flexible Investment Income Fund,EOD/JPW,
JFR,Nuveen Floating Rate Income Fund,EOD/JFR,GOOG/NYSE_JFR
JRO,Nuveen Floating Rate Income Opportuntiy Fund,EOD/JRO,GOOG/NYSE_JRO
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2,EOD/NKG,
JGV,Nuveen Global Equity Income Fund ,EOD/JGV,GOOG/NYSE_JGV
JGH,Nuveen Global High Income Fund,EOD/JGH,
JHY,Nuveen High Income 2020 Target Term Fund,EOD/JHY,
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,EOD/NXC,GOOG/NYSE_NXC
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,EOD/NXN,GOOG/NYSE_NXN
NID,Nuveen Intermediate Duration Municipal Term Fund,EOD/NID,GOOG/NYSE_NID
NQM,Nuveen Investment Quality Municipal Fund,EOD/NQM,GOOG/NYSE_NQM
NMY,Nuveen Maryland Premium Income Municipal Fund,EOD/NMY,GOOG/NYSE_NMY
NMT,Nuveen Massachusetts Premium Income Municipal Fund,EOD/NMT,GOOG/NYSE_NMT
NUM,Nuveen Michigan Quality Income Municipal Fund,EOD/NUM,GOOG/NYSE_NUM
NMS,Nuveen Minnesota Municipal Income Fund,EOD/NMS,
JLS,Nuveen Mortgage Opportunity Term Fund,EOD/JLS,GOOG/NYSE_JLS
JMM,Nuveen Multi-Market Income Fund,EOD/JMM,
NMA,Nuveen Municipal Advantage Fund,EOD/NMA,GOOG/NYSE_NMA
NMI,Nuveen Municipal Income Fund,EOD/NMI,GOOG/NYSE_NMI
NMO,Nuveen Municipal Market Opportunity Fund,EOD/NMO,GOOG/NYSE_NMO
NIO,Nuveen Municipal Opportunity Fund,EOD/NIO,GOOG/NYSE_NIO
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund,EOD/NXJ,
NRK,Nuveen New York AMT-Free Municipal Income Fund,EOD/NRK,
NAN,Nuveen New York Dividend Advantage Municipal Fund,EOD/NAN,GOOG/NYSE_NAN
NNY,Nuveen New York Municipal Value Fund,EOD/NNY,GOOG/NYSE_NNY
NNC,Nuveen North Carolina Premium Income Municipal Fund,EOD/NNC,GOOG/NYSE_NNC
NUO,Nuveen Ohio Quality Income Municipal Fund,EOD/NUO,GOOG/NYSE_NUO
NQP,Nuveen Pennsylvania Investment Quality Municipal Fund,EOD/NQP,GOOG/NYSE_NQP
NPP,Nuveen Performance Plus Municipal Fund,EOD/NPP,GOOG/NYSE_NPP
JPI,Nuveen Preferred and Income Term Fund,EOD/JPI,GOOG/NYSE_JPI
JPC,Nuveen Preferred Income Opportunites Fund,EOD/JPC,GOOG/NYSE_JPC
NPF,Nuveen Premier Municipal Income Fund,EOD/NPF,GOOG/NYSE_NPF
NPM,Nuveen Premium Income Municipal Fund II,EOD/NPM,GOOG/NYSE_NPM
NPT,Nuveen Premium Income Municipal Fund IV,EOD/NPT,GOOG/NYSE_NPT
NPI,Nuveen Premium Income Municipal Fund,EOD/NPI,GOOG/NYSE_NPI
NQU,Nuveen Quality Income Municipal Fund,EOD/NQU,GOOG/NYSE_NQU
NQI,Nuveen Quality Municipal Fund,EOD/NQI,GOOG/NYSE_NQI
JTP,Nuveen Quality Preferred Income Fund,EOD/JTP,GOOG/NYSE_JTP
JPS,Nuveen Quality Preferred Income Fund 2,EOD/JPS,GOOG/NYSE_JPS
JHP,Nuveen Quality Preferred Income Fund 3,EOD/JHP,GOOG/NYSE_JHP
JRI,Nuveen Real Asset Income and Growth Fund,EOD/JRI,GOOG/NYSE_JRI
BXMX,Nuveen S&P 500 Buy-Write Income Fund,EOD/BXMX,
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,EOD/SPXX,
NIM,Nuveen Select Maturities Municipal Fund,EOD/NIM,GOOG/NYSE_NIM
NQS,Nuveen Select Quality Municipal Fund,EOD/NQS,GOOG/NYSE_NQS
NXP,Nuveen Select Tax Free Income Portfolio,EOD/NXP,GOOG/NYSE_NXP
NXQ,Nuveen Select Tax Free Income Portfolio II,EOD/NXQ,GOOG/NYSE_NXQ
NXR,Nuveen Select Tax Free Income Portfolio III,EOD/NXR,GOOG/NYSE_NXR
NSL,Nuveen Senior Income Fund,EOD/NSL,GOOG/NYSE_NSL
JSD,Nuveen Short Duration Credit Opportunities Fund,EOD/JSD,GOOG/NYSE_JSD
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,EOD/JTD,GOOG/NYSE_JTD
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,EOD/JTA,GOOG/NYSE_JTA
NTX,Nuveen Texas Quality Income Municipal Fund,EOD/NTX,GOOG/NYSE_NTX
NPV,Nuveen Virginia Premium Income Municipal Fund,EOD/NPV,GOOG/NYSE_NPV
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,EOD/NIQ,GOOG/NYSE_NIQ
JMT,Nuven Mortgage Opportunity Term Fund 2,EOD/JMT,GOOG/NYSE_JMT
NES,Nuverra Environmental Solutions,EOD/NES,GOOG/NYSE_NES
NVR,NVR,EOD/NVR,GOOG/NYSE_NVR
OAK,Oaktree Capital Group,EOD/OAK,GOOG/NYSE_OAK
OAS,Oasis Petroleum Inc.,EOD/OAS,GOOG/NYSE_OAS
OXY,Occidental Petroleum Corporation,EOD/OXY,GOOG/NYSE_OXY
OII,Oceaneering International,EOD/OII,GOOG/NYSE_OII
OZM,Och-Ziff Capital Management Group LLC,EOD/OZM,GOOG/NYSE_OZM
OCIP,OCI Partners LP,EOD/OCIP,GOOG/NYSE_OCIP
OCN,Ocwen Financial Corporation,EOD/OCN,GOOG/NYSE_OCN
OFG,OFG Bancorp,EOD/OFG,GOOG/NYSE_OFG
OFG_A,OFG Bancorp,,GOOG/NYSE_OFG_A
OFG_B,OFG Bancorp,,GOOG/NYSE_OFG_B
OFG_D,OFG Bancorp,,GOOG/NYSE_OFG_D
OGE,OGE Energy Corporation,EOD/OGE,GOOG/NYSE_OGE
OIBR,Oi S.A.,EOD/OIBR,GOOG/NYSE_OIBR
OIBR_C,Oi S.A.,EOD/OIBR_C,
OIS,Oil States International,EOD/OIS,GOOG/NYSE_OIS
ODC,Oil-Dri Corporation Of America,EOD/ODC,GOOG/NYSE_ODC
ORI,Old Republic International Corporation,EOD/ORI,GOOG/NYSE_ORI
OLN,Olin Corporation,EOD/OLN,GOOG/NYSE_OLN
OMAM,OM Asset Management plc,EOD/OMAM,
OHI,Omega Healthcare Investors,EOD/OHI,GOOG/NYSE_OHI
OME,Omega Protein Corporation,EOD/OME,GOOG/NYSE_OME
OMC,Omnicom Group Inc.,EOD/OMC,GOOG/NYSE_OMC
OMN,OMNOVA Solutions Inc.,EOD/OMN,GOOG/NYSE_OMN
ASGN,On Assignment,EOD/ASGN,GOOG/NYSE_ASGN
ONDK,On Deck Capital,EOD/ONDK,
OGS,ONE Gas,EOD/OGS,
OLP,One Liberty Properties,EOD/OLP,GOOG/NYSE_OLP
OB,OneBeacon Insurance Group,EOD/OB,GOOG/NYSE_OB
OKS,ONEOK Partners,EOD/OKS,GOOG/NYSE_OKS
OKE,ONEOK,EOD/OKE,GOOG/NYSE_OKE
OOMA,Ooma,EOD/OOMA,
OPK,Opko Health Inc,EOD/OPK,GOOG/NYSE_OPK
OPWR,Opower,EOD/OPWR,
OPY,Oppenheimer Holdings,EOD/OPY,GOOG/NYSE_OPY
ORCL,Oracle Corporation,EOD/ORCL,GOOG/NYSE_ORCL
ORAN,Orange,EOD/ORAN,
OA,Orbital ATK,EOD/OA,
ORC,Orchid Island Capital,EOD/ORC,
OEC,Orion Engineered Carbons S.A,EOD/OEC,
ORN,Orion Marine Group Inc,EOD/ORN,GOOG/NYSE_ORN
IX,Orix Corp Ads,EOD/IX,GOOG/NYSE_IX
ORA,Ormat Technologies,EOD/ORA,GOOG/NYSE_ORA
OSK,Oshkosh Corporation,EOD/OSK,GOOG/NYSE_OSK
OUT,OUTFRONT Media Inc.,EOD/OUT,
OMI,Owens & Minor,EOD/OMI,GOOG/NYSE_OMI
OC,Owens Corning Inc,EOD/OC,GOOG/NYSE_OC
OI,Owens-Illinois,EOD/OI,GOOG/NYSE_OI
OXM,Oxford Industries,EOD/OXM,GOOG/NYSE_OXM
PAI,Pacific American Income Shares,EOD/PAI,GOOG/NYSE_PAI
ROYT,Pacific Coast Oil Trust,EOD/ROYT,GOOG/NYSE_ROYT
PACD,Pacific Drilling S.A.,EOD/PACD,GOOG/NYSE_PACD
PCG,Pacific Gas & Electric Co.,EOD/PCG,GOOG/NYSE_PCG
PKG,Packaging Corporation of America,EOD/PKG,GOOG/NYSE_PKG
PANW,Palo Alto Networks,EOD/PANW,GOOG/NYSE_PANW
PAM,Pampa Energia S.A.,EOD/PAM,GOOG/NYSE_PAM
P,Pandora Media,EOD/P,GOOG/NYSE_P
PHX,Panhandle Royalty Company,EOD/PHX,GOOG/NYSE_PHX
PAR,PAR Technology Corporation,EOD/PAR,GOOG/NYSE_PAR
PGN,Paragon Offshore plc,EOD/PGN,
PGRE,Paramount Group,EOD/PGRE,
PKE,Park Electrochemical Corporation,EOD/PKE,GOOG/NYSE_PKE
PKD,Parker Drilling Company,EOD/PKD,GOOG/NYSE_PKD
PH,Parker-Hannifin Corporation,EOD/PH,GOOG/NYSE_PH
PKY,Parkway Properties,EOD/PKY,GOOG/NYSE_PKY
PE,Parsley Energy,EOD/PE,
PRE,PartnerRe Ltd.,EOD/PRE,GOOG/NYSE_PRE
PRE_D,PartnerRe Ltd.,,GOOG/NYSE_PRE_D
PRE_E,PartnerRe Ltd.,,GOOG/NYSE_PRE_E
PRE_F,PartnerRe Ltd.,,GOOG/NYSE_PRE_F
PRTY,Party City Holdco Inc.,EOD/PRTY,
PN,Patriot National,EOD/PN,
PAYC,Paycom Software,EOD/PAYC,
PBF,PBF Energy Inc.,EOD/PBF,GOOG/NYSE_PBF
PBFX,PBF Logistics LP,EOD/PBFX,
BTU,Peabody Energy Corporation,EOD/BTU,GOOG/NYSE_BTU
PSO,Pearson,EOD/PSO,GOOG/NYSE_PSO
PEB,Pebblebrook Hotel Trust,EOD/PEB,GOOG/NYSE_PEB
PEB_A,Pebblebrook Hotel Trust,,GOOG/NYSE_PEB_A
PEB_B,Pebblebrook Hotel Trust,,GOOG/NYSE_PEB_B
PEB_C,Pebblebrook Hotel Trust,,GOOG/NYSE_PEB_C
PBA,Pembina Pipeline Corp.,EOD/PBA,GOOG/NYSE_PBA
PGH,Pengrowth Energy Corporation,EOD/PGH,GOOG/NYSE_PGH
PVA,Penn Virginia Corporation,EOD/PVA,GOOG/NYSE_PVA
PWE,Penn West Petroleum Ltd,EOD/PWE,GOOG/NYSE_PWE
PNTA,PennantPark Investment Corporation,EOD/PNTA,
PEI,Pennsylvania Real Estate Investment Trust,EOD/PEI,GOOG/NYSE_PEI
PEI_A,Pennsylvania Real Estate Investment Trust,,GOOG/NYSE_PEI_A
PEI_B,Pennsylvania Real Estate Investment Trust,,GOOG/NYSE_PEI_B
PFSI,PennyMac Financial Services,EOD/PFSI,GOOG/NYSE_PFSI
PMT,PennyMac Mortgage Investment Trust,EOD/PMT,GOOG/NYSE_PMT
PAG,Penske Automotive Group,EOD/PAG,GOOG/NYSE_PAG
PNR,Pentair plc.,EOD/PNR,GOOG/NYSE_PNR
PEN,Penumbra,EOD/PEN,
PBY,Pep Boys-Manny,EOD/PBY,GOOG/NYSE_PBY
POM,PEPCO Holdings,EOD/POM,GOOG/NYSE_POM
PEP,Pepsico,EOD/PEP,GOOG/NYSE_PEP
PFGC,Performance Food Group Company,EOD/PFGC,
PSG,Performance Sports Group Ltd,EOD/PSG,
PKI,PerkinElmer,EOD/PKI,GOOG/NYSE_PKI
PBT,Permian Basin Royalty Trust,EOD/PBT,GOOG/NYSE_PBT
PRGO,Perrigo Company,EOD/PRGO,GOOG/NYSE_PRGO
PZE,Petrobras Argentina S.A.,EOD/PZE,GOOG/NYSE_PZE
PTR,PetroChina Company Limited,EOD/PTR,GOOG/NYSE_PTR
PBR,Petroleo Brasileiro S.A.- Petrobras,EOD/PBR,GOOG/NYSE_PBR
PBR_A,Petroleo Brasileiro S.A.- Petrobras,EOD/PBR_A,GOOG/NYSE_PBR_A
PQ,Petroquest Energy Inc,EOD/PQ,GOOG/NYSE_PQ
PFE,Pfizer,EOD/PFE,GOOG/NYSE_PFE
PMC,Pharmerica Corporation,EOD/PMC,GOOG/NYSE_PMC
PHH,PHH Corp,EOD/PHH,GOOG/NYSE_PHH
PM,Philip Morris International Inc,EOD/PM,GOOG/NYSE_PM
PHI,Philippine Long Distance Telephone Company,EOD/PHI,GOOG/NYSE_PHI
PSX,Phillips 66,EOD/PSX,GOOG/NYSE_PSX
PSXP,Phillips 66 Partners LP,EOD/PSXP,GOOG/NYSE_PSXP
PFX,Phoenix Companies,EOD/PFX,GOOG/NYSE_PFX
PNX,Phoenix Companies,EOD/PNX,GOOG/NYSE_PNX
FENG,Phoenix New Media Limited,EOD/FENG,GOOG/NYSE_FENG
DOC,Physicians Realty Trust,EOD/DOC,GOOG/NYSE_DOC
PNY,Piedmont Natural Gas Company,EOD/PNY,GOOG/NYSE_PNY
PDM,Piedmont Office Realty Trust,EOD/PDM,GOOG/NYSE_PDM
PIR,Pier 1 Imports,EOD/PIR,GOOG/NYSE_PIR
PCQ,PIMCO California Municipal Income Fund,EOD/PCQ,GOOG/NYSE_PCQ
PCK,Pimco California Municipal Income Fund II,EOD/PCK,GOOG/NYSE_PCK
PZC,PIMCO California Municipal Income Fund III,EOD/PZC,GOOG/NYSE_PZC
PCM,PIMCO Commercial Mortgage Securities Trust,EOD/PCM,GOOG/NYSE_PCM
PTY,Pimco Corporate & Income Opportunity Fund,EOD/PTY,GOOG/NYSE_PTY
PCN,Pimco Corporate & Income Stategy Fund,EOD/PCN,GOOG/NYSE_PCN
PCI,PIMCO Dynamic Credit Income Fund,EOD/PCI,GOOG/NYSE_PCI
PDI,PIMCO Dynamic Income Fund,EOD/PDI,GOOG/NYSE_PDI
PGP,Pimco Global Stocksplus & Income Fund,EOD/PGP,GOOG/NYSE_PGP
PHK,Pimco High Income Fund,EOD/PHK,GOOG/NYSE_PHK
PKO,Pimco Income Opportunity Fund,EOD/PKO,GOOG/NYSE_PKO
PFL,PIMCO Income Strategy Fund,EOD/PFL,GOOG/NYSE_PFL
PFN,PIMCO Income Strategy Fund II,EOD/PFN,GOOG/NYSE_PFN
PMF,PIMCO Municipal Income Fund,EOD/PMF,GOOG/NYSE_PMF
PML,Pimco Municipal Income Fund II,EOD/PML,GOOG/NYSE_PML
PMX,PIMCO Municipal Income Fund III,EOD/PMX,GOOG/NYSE_PMX
PNF,PIMCO New York Municipal Income Fund,EOD/PNF,GOOG/NYSE_PNF
PNI,Pimco New York Municipal Income Fund II,EOD/PNI,GOOG/NYSE_PNI
PYN,PIMCO New York Municipal Income Fund III,EOD/PYN,GOOG/NYSE_PYN
RCS,PIMCO Strategic Income Fund,EOD/RCS,GOOG/NYSE_RCS
PNK,Pinnacle Entertainment,EOD/PNK,GOOG/NYSE_PNK
PF,Pinnacle Foods,EOD/PF,GOOG/NYSE_PF
PNW,Pinnacle West Capital Corporation,EOD/PNW,GOOG/NYSE_PNW
PES,Pioneer Energy Services Corp.,EOD/PES,GOOG/NYSE_PES
PHD,Pioneer Floating Rate Trust,EOD/PHD,GOOG/NYSE_PHD
PHT,Pioneer High Income Trust,EOD/PHT,GOOG/NYSE_PHT
MAV,Pioneer Municipal High Income Advantage Trust,EOD/MAV,GOOG/NYSE_MAV
MHI,Pioneer Municipal High Income Trust,EOD/MHI,GOOG/NYSE_MHI
PXD,Pioneer Natural Resources Company,EOD/PXD,GOOG/NYSE_PXD
PJC,Piper Jaffray Companies,EOD/PJC,GOOG/NYSE_PJC
PBI,Pitney Bowes Inc.,EOD/PBI,GOOG/NYSE_PBI
PBI_A_CL,Pitney Bowes Inc.,,
PBI_B,Pitney Bowes Inc.,,
PJT,PJT Partners Inc.,EOD/PJT,
PAA,Plains All American Pipeline,EOD/PAA,GOOG/NYSE_PAA
PAGP,Plains Group Holdings,EOD/PAGP,GOOG/NYSE_PAGP
PLNT,Planet Fitness,EOD/PLNT,
PLT,Plantronics,EOD/PLT,GOOG/NYSE_PLT
PAH,Platform Specialty Products Corporation,EOD/PAH,
PCL,Plum Creek Timber Company,EOD/PCL,GOOG/NYSE_PCL
PGEM,Ply Gem Holdings,EOD/PGEM,GOOG/NYSE_PGEM
PNC,PNC Financial Services Group,EOD/PNC,GOOG/NYSE_PNC
PNC_WS,PNC Financial Services Group,EOD/PNC_WS,
PNC_P,PNC Financial Services Group,,GOOG/NYSE_PNC_P
PNC_Q,PNC Financial Services Group,,GOOG/NYSE_PNC_Q
PNM,PNM Resources,EOD/PNM,GOOG/NYSE_PNM
PII,Polaris Industries Inc.,EOD/PII,GOOG/NYSE_PII
POL,PolyOne Corporation,EOD/POL,GOOG/NYSE_POL
POR,Portland General Electric Company,EOD/POR,GOOG/NYSE_POR
PKX,POSCO,EOD/PKX,GOOG/NYSE_PKX
POST,Post Holdings,EOD/POST,GOOG/NYSE_POST
PPS,Post Properties,EOD/PPS,GOOG/NYSE_PPS
PPS_A,Post Properties,,GOOG/NYSE_PPS_A
POT,Potash Corporation of Saskatchewan Inc.,EOD/POT,GOOG/NYSE_POT
POWR,PowerSecure International,EOD/POWR,
PPG,PPG Industries,EOD/PPG,GOOG/NYSE_PPG
PPX,PPL Capital Funding,EOD/PPX,
PPL,PPL Corporation,EOD/PPL,GOOG/NYSE_PPL
PYS,PPlus Trust,EOD/PYS,GOOG/NYSE_PYS
PYT,PPlus Trust,EOD/PYT,GOOG/NYSE_PYT
PX,Praxair,EOD/PX,GOOG/NYSE_PX
PCP,Precision Castparts Corporation,EOD/PCP,GOOG/NYSE_PCP
PDS,Precision Drilling Corporation,EOD/PDS,GOOG/NYSE_PDS
APTS,Preferred Apartment Communities,EOD/APTS,
PJS,Preferred Plus Trust Ser QWS 2 Tr Ctf,EOD/PJS,GOOG/NYSE_PJS
PGI,Premiere Global Services,EOD/PGI,GOOG/NYSE_PGI
PGND,Press Ganey Holdings,EOD/PGND,
PBH,Prestige Brand Holdings,EOD/PBH,GOOG/NYSE_PBH
